
"m_{'a': 60, 'lr': 0.00066, 'l': 256, 'f': 32}",0.39737991266375544,0.42857142857142855,0.021897810218978103,0.041666666666666671,0.55393586005830908,0.66666666666666663,0.0065146579804560263,0.012903225806451615,60,0.00066,256,32
"m_{'a': 60, 'lr': 0.000363, 'l': 184, 'f': 32}",0.40174672489082969,0.0,0.0,0.0,0.55247813411078717,0.0,0.0,0.0,60,0.000363,184,32
"m_{'a': 48, 'lr': 0.00066, 'l': 256, 'f': 32}",0.40174672489082969,0.0,0.0,0.0,0.55247813411078717,0.0,0.0,0.0,48,0.00066,256,32
"m_{'a': 60, 'lr': 0.0066, 'l': 184, 'f': 32}",0.48908296943231439,0.72727272727272729,0.23357664233576642,0.35359116022099452,0.54664723032069973,0.47872340425531917,0.1465798045602606,0.22443890274314215,60,0.0066,184,32
"m_{'a': 48, 'lr': 0.00363, 'l': 184, 'f': 32}",0.40611353711790393,1.0,0.0072992700729927005,0.014492753623188404,0.55247813411078717,0.0,0.0,0.0,48,0.00363,184,32
"m_{'a': 48, 'lr': 0.000363, 'l': 256, 'f': 40}",0.47161572052401746,0.65384615384615385,0.24817518248175183,0.35978835978835977,0.52478134110787167,0.44099378881987578,0.23127035830618892,0.30341880341880345,48,0.000363,256,40
"m_{'a': 60, 'lr': 0.000363, 'l': 184, 'f': 40}",0.46288209606986902,0.79166666666666663,0.13868613138686131,0.23602484472049687,0.55976676384839652,0.53731343283582089,0.11726384364820847,0.19251336898395721,60,0.000363,184,40
"m_{'a': 48, 'lr': 0.0001, 'l': 256, 'f': 32}",0.40174672489082969,0.0,0.0,0.0,0.55247813411078717,0.0,0.0,0.0,48,0.0001,256,32
"m_{'a': 60, 'lr': 0.0066, 'l': 184, 'f': 40}",0.40611353711790393,1.0,0.0072992700729927005,0.014492753623188404,0.55247813411078717,0.0,0.0,0.0,60,0.0066,184,40
"m_{'a': 48, 'lr': 0.00363, 'l': 228, 'f': 40}",0.40174672489082969,0.0,0.0,0.0,0.55247813411078717,0.0,0.0,0.0,48,0.00363,228,40
"m_{'a': 48, 'lr': 0.000363, 'l': 228, 'f': 40}",0.40174672489082969,0.0,0.0,0.0,0.55247813411078717,0.0,0.0,0.0,48,0.000363,228,40
"m_{'a': 60, 'lr': 0.0066, 'l': 256, 'f': 32}",0.40174672489082969,0.0,0.0,0.0,0.55247813411078717,0.0,0.0,0.0,60,0.0066,256,32
